年份,最低分,最高分
2017,529,636
2017,750,750
2016,555,750
2016,750,750
2015,559,750
2015,506,750
2015,398,750
2014,750,750
2014,750,750
2013,567,652
2013,453,585
2013,340,462
2012,516,630
2012,312,593
2012,200,439
2011,544,653
2011,450,585
2011,339,592
2011,217,472
2010,408,568
