年份,最低分,最高分
2017,750,750
2016,474,750
2016,440,750
2015,750,750
2015,750,750
2014,750,750
2013,434,483
2012,466,518
2012,173,471
2011,508,564
2011,158,488
2010,328,487
2010,491,528
2009,448,481
