年份,最低分,最高分
2017,437,489
2016,462,750
2016,400,750
2015,468,750
2015,750,750
2014,750,750
2014,750,750
2013,446,493
2013,355,463
2013,189,372
2012,482,532
2012,391,477
2012,151,406
2011,526,576
2011,436,530
2011,181,505
2010,202,551
2010,444,512
