年份,最低分,最高分
2017,379,464
2016,441,750
2016,184,750
2015,464,750
2014,481,750
2013,438,510
2013,192,462
2012,472,545
2012,261,498
2012,201,298
2011,516,579
2011,150,438
2011,310,515
2010,500,563
2010,750,750
2009,592,592
