年份,最低分,最高分
2017,484,549
2016,503,750
2016,750,750
2015,526,580
2015,526,580
2015,526,580
2014,750,750
2014,750,750
2014,750,750
2013,449,577
2013,318,492
2013,205,254
2012,487,614
2012,205,552
2011,460,585
2011,241,503
2011,461,518
2010,750,612
2009,557,603
2009,590,629
2008,556,611
2008,577,606
