年份,最低分,最高分
2017,433,750
2016,543,750
2016,515,750
2015,567,631
2015,535,628
2014,750,750
2014,750,750
2013,549,612
2013,445,604
2012,572,662
2012,492,598
2011,557,652
2011,474,617
2010,750,641
2010,750,540
2009,586,654
2009,557,652
2009,500,569
2008,537,649
2008,511,611
