年份,最低分,最高分
2020,613,750
2019,607,750
2018,618,750
2017,593,642
2016,604,637
2016,579,750
2015,590,750
2014,610,643
2013,595,645
2012,571,636
2011,522,631
2010,750,594
2009,574,626
2008,535,644
