年份,最低分,最高分
2018,664,750
2017,650,750
2017,750,750
2016,659,750
2015,673,750
2014,645,750
2014,750,750
2013,640,722
2013,458,633
2012,591,662
2011,584,670
2010,610,660
2009,584,658
2008,607,677
