年份,最低分,最高分
2016,750,750
2016,750,750
2016,750,750
2014,750,750
2014,750,750
2014,750,750
2013,553,622
2013,535,582
2013,381,540
2013,219,481
2012,470,575
2012,264,287
2012,313,504
2011,492,578
2011,338,506
2010,328,489
2010,750,597
2009,471,588
2009,407,589
2008,535,629
